# SA_step expected_H error_H
2682 -0.44359789 0.00110365
2683 -0.44470088 0.00110368
2684 -0.44302898 0.00107182
2685 -0.44328265 0.00108006
2686 -0.44546185 0.00100912
2687 -0.44644237 0.00115130
2688 -0.44181246 0.00130602
2689 -0.44505009 0.00113073
2690 -0.44422087 0.00113210
2691 -0.44157370 0.00118883
2692 -0.44673716 0.00110370
2693 -0.44304404 0.00121108
2694 -0.44234643 0.00131548
2695 -0.44237700 0.00131068
2696 -0.44260875 0.00123594
2697 -0.44077040 0.00130124
2698 -0.44295232 0.00114597
2699 -0.44245018 0.00125032
2700 -0.44314103 0.00125231
2701 -0.44302283 0.00111480
2702 -0.44155717 0.00119630
2703 -0.44178526 0.00127296
2704 -0.44259781 0.00129618
2705 -0.43901051 0.00122544
2706 -0.44104193 0.00119786
2707 -0.44285285 0.00112653
2708 -0.44003267 0.00123404
2709 -0.44088251 0.00120182
2710 -0.43999117 0.00131062
2711 -0.43972731 0.00134386
2712 -0.44194411 0.00114058
2713 -0.43927459 0.00137681
2714 -0.44246165 0.00124794
2715 -0.44496156 0.00113343
2716 -0.44140841 0.00121054
2717 -0.44346401 0.00112979
2718 -0.44004835 0.00118103
2719 -0.43972172 0.00120300
2720 -0.44025972 0.00113238
2721 -0.44069080 0.00115392
2722 -0.43765525 0.00123023
2723 -0.44045621 0.00123853
2724 -0.44025732 0.00124366
2725 -0.44072266 0.00119112
2726 -0.44073041 0.00120058
2727 -0.44291872 0.00114149
2728 -0.44054286 0.00126060
2729 -0.44196524 0.00114250
2730 -0.44027360 0.00123792
2731 -0.44538267 0.00114476
2732 -0.44248352 0.00121740
2733 -0.44367114 0.00106048
2734 -0.44281886 0.00117620
2735 -0.44582614 0.00104033
2736 -0.44315380 0.00117405
2737 -0.44229182 0.00107546
2738 -0.44345803 0.00111433
2739 -0.44143015 0.00109790
2740 -0.44203666 0.00131262
2741 -0.44497956 0.00095695
2742 -0.44288780 0.00110264
2743 -0.44306545 0.00114315
2744 -0.44209861 0.00117870
2745 -0.44418541 0.00118752
2746 -0.44342180 0.00109761
2747 -0.44206802 0.00119024
2748 -0.44562511 0.00099409
2749 -0.44271750 0.00124250
2750 -0.44225419 0.00113856
2751 -0.44132220 0.00116306
2752 -0.44024624 0.00113624
2753 -0.43729162 0.00122532
2754 -0.43546340 0.00122174
2755 -0.43825103 0.00116895
2756 -0.43681531 0.00118325
2757 -0.43058941 0.00128063
2758 -0.43325672 0.00117765
2759 -0.43142316 0.00127387
2760 -0.43733278 0.00118748
2761 -0.43740613 0.00114829
2762 -0.43440577 0.00118919
2763 -0.43830982 0.00118735
2764 -0.43774086 0.00125023
2765 -0.44072556 0.00117727
2766 -0.43895356 0.00116029
2767 -0.43991891 0.00114287
2768 -0.43214329 0.00121307
2769 -0.43402658 0.00120439
2770 -0.43820376 0.00115169
2771 -0.44288407 0.00110043
2772 -0.44139940 0.00111811
2773 -0.43800674 0.00114275
2774 -0.44153782 0.00118085
2775 -0.44361274 0.00115876
2776 -0.44458751 0.00120059
2777 -0.44504991 0.00111985
2778 -0.44456357 0.00107420
2779 -0.44317513 0.00110665
2780 -0.44086795 0.00131610
2781 -0.44249162 0.00107878
2782 -0.44389690 0.00102561
2783 -0.44722804 0.00099807
2784 -0.44562147 0.00117648
2785 -0.44289672 0.00116822
2786 -0.44320890 0.00117720
2787 -0.44535230 0.00111732
2788 -0.44307827 0.00114177
2789 -0.44287137 0.00125536
2790 -0.44217442 0.00123720
2791 -0.44322513 0.00126351
2792 -0.44247364 0.00118499
2793 -0.44321337 0.00120587
2794 -0.44441097 0.00102616
2795 -0.44252037 0.00102676
2796 -0.44218247 0.00104934
2797 -0.44560778 0.00098993
2798 -0.44350964 0.00109793
2799 -0.44380127 0.00114675
2800 -0.44337839 0.00108380
2801 -0.44286467 0.00106301
2802 -0.44361910 0.00117563
2803 -0.44365535 0.00099852
2804 -0.44408072 0.00103331
2805 -0.44259106 0.00106992
2806 -0.44338571 0.00106942
2807 -0.44303575 0.00104756
2808 -0.44573320 0.00114154
2809 -0.44390960 0.00108036
2810 -0.44547832 0.00123733
2811 -0.44348913 0.00121762
2812 -0.44123611 0.00134316
2813 -0.44423371 0.00112386
2814 -0.44147718 0.00122412
2815 -0.44132430 0.00131272
2816 -0.44425137 0.00118997
2817 -0.44221069 0.00112260
2818 -0.44444586 0.00105897
2819 -0.44543292 0.00114726
2820 -0.44330897 0.00105160
2821 -0.44358124 0.00102151
2822 -0.44406912 0.00106994
2823 -0.44467389 0.00104316
2824 -0.44395656 0.00103012
2825 -0.44261753 0.00108505
2826 -0.44158233 0.00102876
2827 -0.44278883 0.00102646
2828 -0.44330170 0.00114138
2829 -0.44203070 0.00107851
2830 -0.44227910 0.00105508
2831 -0.44323046 0.00102462
2832 -0.44195755 0.00104833
2833 -0.44111146 0.00109617
2834 -0.44304181 0.00103690
2835 -0.44392039 0.00106850
2836 -0.44330874 0.00120381
2837 -0.44529135 0.00105816
2838 -0.44212845 0.00117853
2839 -0.44444282 0.00114182
2840 -0.44130623 0.00115233
2841 -0.44407570 0.00104138
2842 -0.44363716 0.00109222
2843 -0.44425342 0.00111625
2844 -0.44443268 0.00112152
2845 -0.44146964 0.00126408
2846 -0.44224529 0.00116165
2847 -0.44293278 0.00123105
2848 -0.44233479 0.00137298
2849 -0.43767602 0.00142681
2850 -0.43845695 0.00131409
2851 -0.44339791 0.00109110
2852 -0.44037336 0.00111866
2853 -0.43756780 0.00131587
2854 -0.44226545 0.00108039
2855 -0.44289754 0.00109828
2856 -0.44289264 0.00120527
2857 -0.44051827 0.00122226
2858 -0.44104902 0.00121810
2859 -0.44199791 0.00118045
2860 -0.44393111 0.00112077
2861 -0.44309338 0.00108741
2862 -0.44232624 0.00112121
2863 -0.44308833 0.00116936
2864 -0.44347875 0.00106607
2865 -0.44314978 0.00127975
2866 -0.44078218 0.00127208
2867 -0.44423695 0.00108482
2868 -0.44237322 0.00123777
2869 -0.44091729 0.00118324
2870 -0.44299491 0.00130856
2871 -0.44234685 0.00122244
2872 -0.44336003 0.00123391
2873 -0.44364770 0.00112881
2874 -0.44314395 0.00107716
2875 -0.44263032 0.00102544
2876 -0.43943542 0.00107491
2877 -0.44073752 0.00098595
2878 -0.44018158 0.00103943
2879 -0.44047878 0.00101709
2880 -0.44347759 0.00101682
2881 -0.44181580 0.00100277
2882 -0.44348924 0.00102097
2883 -0.44394798 0.00110436
2884 -0.44132010 0.00115214
2885 -0.44359711 0.00112091
2886 -0.44514487 0.00109062
2887 -0.44548839 0.00104709
2888 -0.44347141 0.00106421
2889 -0.44253989 0.00106837
2890 -0.44341027 0.00107410
2891 -0.44224171 0.00114912
2892 -0.44296360 0.00112532
2893 -0.44567887 0.00110807
2894 -0.44399867 0.00111642
2895 -0.44257705 0.00119813
2896 -0.44291328 0.00127477
2897 -0.44170099 0.00116809
2898 -0.44158602 0.00121671
2899 -0.44356251 0.00111298
2900 -0.44108870 0.00124355
2901 -0.44326708 0.00124992
2902 -0.44217316 0.00109344
2903 -0.44380003 0.00117000
2904 -0.44539861 0.00118124
2905 -0.44568229 0.00102424
2906 -0.44299312 0.00113791
2907 -0.44478986 0.00113673
2908 -0.44553551 0.00107394
2909 -0.44375001 0.00120716
2910 -0.44233867 0.00107153
2911 -0.43895134 0.00126812
2912 -0.44653008 0.00110141
2913 -0.44166435 0.00116333
2914 -0.44312253 0.00105287
2915 -0.44523456 0.00118093
2916 -0.44731690 0.00111389
2917 -0.43988402 0.00134476
2918 -0.44403514 0.00114195
2919 -0.44559385 0.00119680
2920 -0.44278642 0.00117380
2921 -0.44353585 0.00120611
2922 -0.44494810 0.00113020
2923 -0.44477303 0.00118545
2924 -0.44612681 0.00112895
2925 -0.44487826 0.00118839
2926 -0.44425729 0.00106290
2927 -0.44185966 0.00128930
2928 -0.44204866 0.00119253
2929 -0.44439418 0.00111338
2930 -0.44289898 0.00129154
2931 -0.44291133 0.00124588
2932 -0.44433275 0.00110986
2933 -0.44472947 0.00110390
2934 -0.44420028 0.00113101
2935 -0.44361150 0.00120931
2936 -0.44279319 0.00119271
2937 -0.44426027 0.00108518
2938 -0.44349280 0.00114685
2939 -0.44350800 0.00129334
2940 -0.44431768 0.00112840
2941 -0.44430785 0.00113762
2942 -0.44309943 0.00120485
2943 -0.44272509 0.00117832
2944 -0.44459010 0.00109007
2945 -0.44186960 0.00114903
2946 -0.44379399 0.00114480
2947 -0.44240777 0.00107289
2948 -0.44431030 0.00116432
2949 -0.44442549 0.00104500
2950 -0.44283053 0.00109680
2951 -0.44356399 0.00122378
2952 -0.44328700 0.00116960
2953 -0.44274068 0.00133537
2954 -0.44135759 0.00121761
2955 -0.44464155 0.00119081
2956 -0.44315255 0.00105259
2957 -0.44536059 0.00115474
2958 -0.44489565 0.00117861
2959 -0.44517704 0.00109201
2960 -0.44460887 0.00114510
2961 -0.44347625 0.00102945
2962 -0.44521875 0.00104014
2963 -0.44494428 0.00109079
2964 -0.44434362 0.00120494
2965 -0.44193492 0.00119575
2966 -0.44325613 0.00120818
2967 -0.44172323 0.00126105
2968 -0.44554577 0.00106590
2969 -0.44372593 0.00109724
2970 -0.44328043 0.00108251
2971 -0.44254757 0.00110778
2972 -0.44291875 0.00106491
2973 -0.44420293 0.00113153
2974 -0.44393339 0.00111463
2975 -0.44469364 0.00111655
2976 -0.44150942 0.00104214
2977 -0.44620862 0.00124908
2978 -0.44428131 0.00115420
2979 -0.44377147 0.00113870
2980 -0.44455855 0.00107408
2981 -0.44263986 0.00130779
2982 -0.44207348 0.00106471
2983 -0.44498833 0.00111710
2984 -0.44155215 0.00120578
2985 -0.44373955 0.00112087
2986 -0.44300209 0.00112971
2987 -0.44479134 0.00113961
2988 -0.44575337 0.00104765
2989 -0.44482267 0.00113410
2990 -0.44449401 0.00114766
2991 -0.43931707 0.00124657
2992 -0.44081654 0.00132218
2993 -0.44436555 0.00115517
2994 -0.44464355 0.00105765
2995 -0.44412075 0.00103300
2996 -0.44399659 0.00116770
2997 -0.44269563 0.00119628
2998 -0.44068546 0.00129065
2999 -0.44428738 0.00103264
