# SA_step mu sigma
1927 0.77043614 0.64037648
1928 0.77043614 0.64037648
1929 0.77043614 0.64037648
1930 0.77043614 0.64037648
1931 0.77931295 0.63864905
1932 0.77214225 0.63705116
1933 0.77214225 0.63705116
1934 0.77214225 0.63705116
1935 0.77214225 0.63705116
1936 0.77704917 0.63360446
1937 0.78634317 0.62782749
1938 0.78748086 0.62475489
1939 0.79124912 0.62983159
1940 0.79224116 0.62756121
1941 0.79232215 0.61973425
1942 0.79896440 0.61751284
1943 0.79974536 0.62706363
1944 0.79974536 0.62706363
1945 0.80604497 0.62664927
1946 0.81166446 0.63477689
1947 0.82114682 0.63074372
1948 0.81447480 0.63287592
1949 0.81447480 0.63287592
1950 0.81447480 0.63287592
1951 0.80837499 0.63334626
1952 0.80272755 0.63211723
1953 0.80272755 0.63211723
1954 0.80276659 0.62329048
1955 0.80235665 0.62926358
1956 0.80015106 0.62843394
1957 0.80187970 0.62801473
1958 0.79957036 0.63170013
1959 0.79126631 0.63765502
1960 0.79126631 0.63765502
1961 0.78211803 0.63563936
1962 0.77281630 0.63743931
1963 0.77683073 0.64310826
1964 0.77970231 0.63836263
1965 0.78917725 0.64314192
1966 0.78917725 0.64314192
1967 0.78707177 0.63973083
1968 0.78566337 0.63774962
1969 0.78756377 0.63610438
1970 0.78756377 0.63610438
1971 0.78395854 0.63450802
1972 0.78315738 0.62521703
1973 0.78106801 0.62741869
1974 0.78106801 0.62741869
1975 0.78839032 0.61896573
1976 0.79237700 0.61060904
1977 0.78239804 0.60199549
1978 0.78740372 0.60884417
1979 0.79135135 0.60672991
1980 0.79135135 0.60672991
1981 0.79043492 0.60337413
1982 0.79043492 0.60337413
1983 0.79823356 0.60626844
1984 0.80771323 0.60187796
1985 0.80987982 0.60602159
1986 0.80987982 0.60602159
1987 0.80987982 0.60602159
1988 0.80317638 0.60040249
1989 0.79811262 0.59624985
1990 0.79065811 0.59604834
1991 0.78244345 0.59588383
1992 0.77409826 0.59606170
1993 0.77221710 0.59757868
1994 0.77221710 0.59757868
1995 0.76948943 0.58835237
1996 0.76448365 0.59031769
1997 0.76918194 0.59829047
1998 0.77532689 0.60726316
1999 0.78472781 0.61252848
2000 0.78620592 0.60833788
2001 0.79129104 0.60610722
2002 0.78851316 0.59995086
2003 0.78851316 0.59995086
2004 0.78049419 0.60605624
2005 0.78899214 0.60197455
2006 0.78899214 0.60197455
2007 0.78593795 0.60875160
2008 0.78129942 0.61405485
2009 0.78129942 0.61405485
2010 0.78129942 0.61405485
2011 0.77567281 0.62252685
2012 0.77602685 0.62978915
2013 0.77587195 0.63226217
2014 0.77587195 0.63226217
2015 0.76974667 0.62510288
2016 0.76953208 0.63139505
2017 0.77890407 0.63740089
2018 0.77505456 0.63446822
2019 0.77505456 0.63446822
2020 0.77649917 0.62639965
2021 0.78336400 0.63308208
2022 0.78336400 0.63308208
2023 0.77955478 0.62524957
2024 0.77655390 0.61542591
2025 0.77099883 0.61464349
2026 0.77099883 0.61464349
2027 0.77149230 0.61756308
2028 0.78089153 0.61249242
2029 0.77652898 0.61940340
2030 0.77164374 0.61804479
2031 0.77716922 0.61837612
2032 0.78535206 0.62511611
2033 0.78124156 0.62408133
2034 0.78476485 0.63312322
2035 0.78476485 0.63312322
2036 0.78476485 0.63312322
2037 0.79349193 0.64307908
2038 0.79064195 0.64761346
2039 0.79064195 0.64761346
2040 0.79064195 0.64761346
2041 0.78217834 0.64632810
2042 0.79216848 0.64841563
2043 0.78273048 0.63866537
2044 0.77506151 0.63493094
2045 0.77301929 0.63311472
2046 0.77794757 0.63525676
2047 0.78035885 0.64012727
2048 0.78035885 0.64012727
2049 0.77996753 0.63812021
2050 0.78161191 0.64376040
2051 0.77423975 0.63495330
2052 0.77423975 0.63495330
2053 0.77696225 0.64298255
2054 0.77696225 0.64298255
2055 0.77696225 0.64298255
2056 0.78380086 0.63408720
2057 0.78380086 0.63408720
2058 0.77545614 0.63176384
2059 0.76762729 0.63461988
2060 0.77352900 0.63196047
2061 0.77711592 0.63527055
2062 0.77012336 0.63243507
2063 0.76824170 0.63843209
2064 0.76824170 0.63843209
2065 0.77583155 0.63206093
2066 0.78506736 0.64078271
2067 0.78249092 0.64290141
2068 0.77974038 0.63909662
2069 0.78541693 0.64478000
2070 0.79028023 0.64166252
2071 0.78085584 0.64595071
2072 0.77932903 0.64569471
2073 0.77397349 0.65079795
2074 0.77768794 0.64085330
2075 0.77768794 0.64085330
2076 0.78212271 0.63449060
2077 0.77943513 0.62667241
2078 0.77122912 0.62825252
2079 0.77420147 0.63561654
2080 0.76581008 0.62729896
2081 0.77332255 0.62827691
2082 0.77085295 0.63019486
2083 0.77331029 0.62521280
2084 0.77835725 0.63186228
2085 0.78494403 0.63800023
2086 0.78324936 0.63726450
2087 0.78739967 0.62829680
2088 0.79561749 0.62850022
2089 0.79496933 0.63405882
2090 0.79496933 0.63405882
2091 0.78979761 0.62967770
2092 0.79070861 0.63326158
2093 0.79275574 0.62618247
2094 0.79275574 0.62618247
2095 0.79275574 0.62618247
2096 0.78807126 0.61805244
2097 0.78935685 0.62788707
2098 0.78935685 0.62788707
2099 0.78935685 0.62788707
2100 0.77994645 0.63446325
2101 0.77332981 0.64024041
2102 0.78248249 0.63754367
2103 0.78435268 0.64466255
2104 0.79159352 0.63884741
2105 0.79159352 0.63884741
2106 0.79583017 0.63872243
2107 0.79667069 0.64045514
2108 0.80213497 0.63471133
2109 0.80213497 0.63471133
2110 0.79729539 0.63291236
2111 0.79729539 0.63291236
2112 0.78897471 0.63323154
2113 0.79724471 0.63013542
2114 0.79724471 0.63013542
2115 0.79411510 0.62023524
2116 0.79878266 0.62855067
2117 0.79878266 0.62855067
2118 0.80653935 0.62464718
2119 0.81115623 0.62431929
2120 0.81227843 0.62185943
2121 0.80892133 0.62176229
2122 0.80892133 0.62176229
2123 0.81272401 0.61813129
2124 0.81135469 0.62066310
2125 0.81621017 0.61342701
2126 0.81621017 0.61342701
2127 0.81621017 0.61342701
2128 0.81126513 0.60747797
2129 0.80390877 0.60494163
2130 0.81024054 0.60579861
2131 0.81024054 0.60579861
2132 0.80449396 0.60993885
2133 0.80175699 0.61244943
2134 0.79662832 0.61756002
2135 0.80123356 0.60996505
2136 0.80123356 0.60996505
2137 0.80123356 0.60996505
2138 0.80123356 0.60996505
2139 0.81032508 0.60923914
2140 0.81701993 0.61421621
2141 0.82023725 0.61503300
2142 0.81833342 0.60577436
2143 0.80880541 0.60001814
2144 0.80098266 0.59605978
2145 0.80042380 0.59987153
2146 0.80042380 0.59987153
2147 0.79370079 0.60543426
2148 0.79722673 0.60904976
2149 0.79242748 0.60952697
2150 0.78789481 0.61531547
2151 0.77880724 0.61488404
2152 0.78452035 0.61026457
2153 0.78452035 0.61026457
2154 0.78510788 0.61553620
2155 0.79254665 0.62473597
2156 0.78902389 0.62448408
2157 0.78599763 0.62956728
2158 0.78599763 0.62956728
2159 0.78063004 0.62697957
2160 0.78272647 0.62410422
2161 0.78272647 0.62410422
2162 0.79271142 0.62278933
2163 0.79271142 0.62278933
2164 0.78696819 0.62115083
2165 0.79315428 0.61891340
2166 0.79684059 0.62033821
2167 0.80058044 0.61048034
2168 0.79990134 0.60275501
2169 0.79469878 0.60175414
2170 0.79004007 0.60475646
2171 0.79004007 0.60475646
2172 0.78694610 0.59854393
2173 0.79593561 0.59396648
2174 0.79593561 0.59396648
2175 0.80101505 0.60191966
2176 0.81043691 0.60999021
2177 0.81837475 0.60507773
2178 0.81837475 0.60507773
2179 0.81512886 0.59512599
2180 0.82303235 0.58762978
2181 0.82303235 0.58762978
2182 0.82306125 0.58146983
2183 0.82375056 0.57732946
2184 0.82375056 0.57732946
2185 0.82375056 0.57732946
2186 0.82309307 0.58162460
2187 0.82309307 0.58162460
2188 0.82781059 0.58022185
2189 0.82781059 0.58022185
2190 0.82781059 0.58022185
2191 0.82781059 0.58022185
2192 0.82352813 0.58784826
2193 0.81394005 0.59544090
2194 0.81058907 0.59672492
2195 0.80611092 0.59967878
2196 0.80611092 0.59967878
2197 0.79832160 0.59442373
2198 0.79832160 0.59442373
2199 0.80665613 0.60108863
2200 0.80665613 0.60108863
2201 0.79945940 0.59470000
2202 0.80467944 0.60228732
2203 0.80467944 0.60228732
2204 0.80467944 0.60228732
2205 0.81101418 0.60688573
2206 0.80519707 0.60470147
2207 0.80235611 0.60695603
2208 0.80624937 0.60925203
2209 0.80624937 0.60925203
2210 0.80755884 0.61556372
2211 0.80338210 0.60565693
2212 0.80484190 0.60241275
2213 0.80484190 0.60241275
2214 0.80323978 0.60522329
2215 0.80560916 0.61241308
2216 0.79753094 0.61611075
2217 0.80617276 0.62220112
2218 0.81494235 0.62216348
2219 0.81304284 0.61792787
2220 0.81336781 0.61818825
2221 0.82129450 0.62118750
2222 0.82129450 0.62118750
2223 0.81473658 0.62465261
2224 0.81473658 0.62465261
2225 0.80861703 0.63137153
2226 0.80861703 0.63137153
2227 0.79888156 0.63216024
2228 0.79888156 0.63216024
2229 0.79685311 0.63360874
2230 0.79685311 0.63360874
2231 0.80646707 0.63145793
2232 0.80646707 0.63145793
2233 0.80646707 0.63145793
2234 0.79843828 0.63047089
2235 0.80826514 0.62330461
2236 0.81487491 0.62387753
2237 0.82112064 0.63282107
2238 0.81302010 0.64197105
2239 0.80816533 0.63450756
2240 0.80816533 0.63450756
2241 0.81744752 0.64053052
2242 0.82532200 0.63839025
2243 0.82532200 0.63839025
2244 0.82532200 0.63839025
2245 0.81762308 0.63234433
2246 0.80826349 0.62711079
2247 0.80342338 0.62125716
2248 0.79734393 0.61498347
2249 0.79942667 0.62282051
2250 0.80450340 0.62764415
2251 0.81276372 0.62082019
2252 0.81276372 0.62082019
2253 0.81934407 0.62966942
2254 0.82434879 0.62719951
2255 0.82434879 0.62719951
2256 0.82434879 0.62719951
2257 0.82434879 0.62719951
2258 0.81662240 0.63267216
2259 0.82525684 0.64049425
2260 0.82525684 0.64049425
2261 0.81698197 0.64630193
2262 0.81698197 0.64630193
2263 0.82491794 0.65408454
2264 0.81730142 0.65261691
2265 0.82427894 0.65226324
2266 0.82427894 0.65226324
2267 0.82427894 0.65226324
2268 0.82977710 0.65954555
2269 0.82304033 0.65307489
2270 0.81608101 0.65680204
2271 0.81608101 0.65680204
2272 0.82555987 0.64813291
2273 0.82327016 0.64959571
2274 0.81808120 0.64449728
2275 0.81808120 0.64449728
2276 0.81331021 0.64488729
2277 0.80411460 0.64375504
2278 0.80411460 0.64375504
2279 0.81209017 0.64691968
2280 0.81209017 0.64691968
2281 0.81209017 0.64691968
2282 0.81209017 0.64691968
2283 0.81166755 0.64533962
2284 0.80940396 0.64361475
2285 0.80375429 0.63623565
2286 0.80302240 0.63229899
2287 0.80810599 0.62932269
2288 0.80810599 0.62932269
2289 0.80810599 0.62932269
2290 0.80638608 0.61933672
2291 0.80006218 0.61126891
2292 0.79739783 0.62078982
2293 0.78744888 0.62337408
2294 0.77865017 0.62906015
2295 0.77865017 0.62906015
2296 0.77865017 0.62906015
2297 0.78370481 0.63635643
2298 0.79128031 0.63550456
2299 0.78798200 0.63253294
2300 0.77972824 0.62273955
2301 0.78544480 0.63232722
2302 0.78872074 0.63310753
2303 0.78307658 0.62441166
2304 0.78480684 0.63123170
2305 0.78948294 0.63208747
2306 0.78923483 0.62638615
2307 0.78340476 0.63282213
2308 0.77670835 0.62316889
2309 0.77532769 0.62677362
2310 0.77532769 0.62677362
2311 0.77532769 0.62677362
2312 0.77982009 0.62818403
2313 0.77387719 0.62599301
2314 0.76496953 0.62538942
2315 0.77249213 0.62165795
2316 0.77249213 0.62165795
2317 0.77909135 0.62879828
2318 0.78478389 0.62388022
2319 0.79360317 0.63022206
2320 0.79292205 0.63109768
2321 0.79924753 0.62978032
2322 0.80344702 0.62580324
2323 0.80974634 0.62177145
2324 0.80974634 0.62177145
2325 0.81795602 0.61374098
2326 0.81861968 0.62196873
2327 0.82558227 0.61358008
2328 0.81789460 0.61750974
2329 0.81939058 0.61450241
2330 0.81939058 0.61450241
2331 0.82418398 0.62035286
2332 0.81891645 0.61241570
2333 0.81891645 0.61241570
2334 0.82068800 0.62118908
2335 0.83000442 0.62307714
2336 0.83000442 0.62307714
2337 0.83900635 0.61374793
2338 0.82971403 0.61468000
2339 0.83039222 0.61613843
2340 0.83555688 0.62212714
2341 0.83555688 0.62212714
2342 0.83555688 0.62212714
2343 0.83555688 0.62212714
2344 0.83555688 0.62212714
2345 0.83555688 0.62212714
2346 0.83611329 0.61611607
2347 0.83736798 0.62173077
2348 0.83736798 0.62173077
2349 0.83736798 0.62173077
2350 0.83736798 0.62173077
2351 0.82963631 0.62402441
2352 0.82963631 0.62402441
2353 0.83180808 0.62571928
2354 0.82666986 0.63024056
2355 0.82666986 0.63024056
2356 0.83270717 0.62407985
2357 0.83086336 0.63398528
2358 0.83133086 0.64278795
2359 0.83133086 0.64278795
2360 0.83133086 0.64278795
2361 0.83133086 0.64278795
2362 0.82542698 0.65007993
2363 0.82542698 0.65007993
2364 0.82552881 0.64875083
2365 0.82552881 0.64875083
2366 0.81697231 0.64156052
2367 0.82380065 0.65037902
2368 0.82179702 0.64718498
2369 0.83081296 0.64398140
2370 0.83172247 0.64989286
2371 0.82942939 0.64407584
2372 0.82109651 0.64770786
2373 0.82848846 0.63911343
2374 0.83208499 0.64582007
2375 0.84015802 0.65561070
2376 0.84648314 0.65084647
2377 0.85641043 0.64254358
2378 0.85641043 0.64254358
2379 0.85641043 0.64254358
2380 0.86062908 0.63414440
2381 0.85414285 0.63505843
2382 0.86120278 0.63655198
2383 0.86120278 0.63655198
2384 0.85507420 0.63552041
2385 0.85507420 0.63552041
2386 0.86236369 0.63088087
2387 0.85866058 0.63934141
2388 0.85067002 0.63134644
2389 0.84488062 0.62147072
2390 0.83927687 0.61336350
2391 0.83927687 0.61336350
2392 0.83504413 0.60936401
2393 0.83348230 0.61434997
2394 0.83348230 0.61434997
2395 0.82898979 0.61496467
2396 0.82898979 0.61496467
2397 0.82898979 0.61496467
2398 0.83616863 0.61716121
2399 0.83587903 0.62447460
2400 0.84226874 0.62235068
2401 0.84789341 0.61566953
2402 0.84701362 0.61311029
2403 0.84701362 0.61311029
2404 0.84471059 0.62204163
2405 0.84471059 0.62204163
2406 0.84471059 0.62204163
2407 0.84471059 0.62204163
2408 0.84471059 0.62204163
2409 0.84471059 0.62204163
2410 0.84471059 0.62204163
2411 0.84471059 0.62204163
2412 0.84471059 0.62204163
2413 0.84194448 0.62872351
2414 0.84308152 0.62909245
2415 0.85207114 0.63789200
2416 0.85207114 0.63789200
2417 0.85193745 0.63551885
2418 0.84318069 0.63743373
2419 0.84318069 0.63743373
2420 0.84318069 0.63743373
2421 0.84956493 0.63534108
2422 0.84956493 0.63534108
2423 0.84500077 0.63285847
2424 0.83711246 0.62727455
2425 0.84649479 0.62392108
2426 0.85217365 0.62283804
2427 0.84554631 0.62882567
2428 0.83902345 0.63167000
2429 0.83468847 0.63938582
2430 0.83671440 0.63755204
2431 0.83671440 0.63755204
2432 0.83242578 0.64338997
2433 0.82296754 0.63890873
2434 0.81838188 0.64324856
2435 0.81204237 0.65000734
2436 0.81592144 0.64014528
2437 0.81592144 0.64014528
2438 0.81592144 0.64014528
2439 0.81439334 0.63438243
2440 0.81439334 0.63438243
2441 0.81361288 0.63046591
2442 0.80429223 0.62748568
2443 0.79895483 0.62300184
2444 0.79895483 0.62300184
2445 0.79895483 0.62300184
2446 0.79895483 0.62300184
2447 0.79322091 0.62775649
2448 0.80313925 0.61963209
2449 0.80256487 0.62035643
2450 0.79780111 0.62878825
2451 0.79780111 0.62878825
2452 0.79567474 0.63445062
2453 0.79703717 0.63001277
2454 0.79703717 0.63001277
2455 0.79449017 0.62628513
2456 0.79449017 0.62628513
2457 0.79449017 0.62628513
2458 0.80103144 0.63521075
2459 0.80103144 0.63521075
2460 0.79726469 0.63080813
2461 0.80162166 0.64077781
2462 0.79297493 0.64253102
2463 0.78562962 0.64142787
2464 0.79285136 0.63357597
2465 0.79252436 0.63066287
2466 0.79252436 0.63066287
2467 0.79046123 0.64057064
2468 0.79046123 0.64057064
2469 0.78617915 0.63520805
2470 0.78617915 0.63520805
2471 0.78617915 0.63520805
2472 0.78390628 0.64154923
2473 0.78029732 0.63886718
2474 0.78029732 0.63886718
2475 0.78029732 0.63886718
2476 0.78029732 0.63886718
2477 0.78681252 0.63485585
2478 0.79276780 0.64218366
2479 0.78754827 0.63477974
2480 0.79351214 0.63308355
2481 0.79351214 0.63308355
2482 0.79152952 0.62312110
2483 0.80052890 0.61409075
2484 0.80072388 0.60997421
2485 0.79186726 0.60959271
2486 0.79694647 0.60489653
2487 0.78740049 0.61398845
2488 0.78740049 0.61398845
2489 0.78740049 0.61398845
2490 0.77978478 0.60401757
2491 0.78907074 0.60652933
2492 0.79015600 0.59753872
2493 0.79633018 0.59909915
2494 0.79130750 0.60092679
2495 0.79313698 0.59202137
2496 0.79313698 0.59202137
2497 0.79313698 0.59202137
2498 0.78520832 0.58435179
2499 0.78910654 0.58393029
2500 0.79177816 0.58708346
2501 0.78209609 0.59699224
2502 0.77657754 0.60674372
2503 0.77377468 0.61662650
2504 0.77377468 0.61662650
2505 0.78270437 0.61207257
2506 0.78270437 0.61207257
2507 0.78270437 0.61207257
2508 0.78722503 0.60393835
2509 0.78722503 0.60393835
2510 0.78639088 0.60507479
2511 0.78733568 0.59898382
2512 0.78733568 0.59898382
2513 0.79455491 0.60196600
2514 0.79455491 0.60196600
2515 0.79455491 0.60196600
2516 0.79455491 0.60196600
2517 0.80388826 0.61170927
2518 0.80362709 0.61559474
2519 0.81112287 0.60974619
2520 0.80474302 0.60331205
2521 0.80474302 0.60331205
2522 0.80474302 0.60331205
2523 0.81228821 0.60879439
2524 0.82006379 0.60983774
2525 0.82006379 0.60983774
2526 0.82006379 0.60983774
2527 0.82006379 0.60983774
2528 0.81154758 0.61482738
2529 0.80311310 0.61279325
2530 0.81083796 0.61581760
2531 0.80249162 0.62097459
2532 0.81215008 0.61943191
2533 0.80936581 0.62025868
2534 0.80936581 0.62025868
2535 0.80345982 0.62897711
2536 0.80894375 0.63071947
2537 0.80136364 0.62763014
2538 0.80076741 0.63297927
2539 0.80771637 0.63306610
2540 0.80362192 0.64101368
2541 0.79592252 0.63579652
2542 0.79592252 0.63579652
2543 0.79489392 0.64327532
2544 0.79489392 0.64327532
2545 0.79863856 0.65126352
2546 0.79193681 0.64330941
2547 0.79954959 0.65277150
2548 0.79637802 0.64706329
2549 0.79637802 0.64706329
2550 0.79327834 0.63935691
2551 0.78754886 0.63132463
2552 0.78754886 0.63132463
2553 0.78551163 0.62978171
2554 0.78941032 0.62589513
2555 0.78296831 0.62977699
2556 0.78591865 0.63313735
2557 0.78527034 0.63143363
2558 0.79043832 0.62682538
2559 0.79710608 0.62069680
2560 0.79188108 0.62669653
2561 0.79188108 0.62669653
2562 0.79188108 0.62669653
2563 0.79300387 0.62871302
2564 0.79300387 0.62871302
2565 0.79300387 0.62871302
2566 0.79300387 0.62871302
2567 0.80183344 0.62076169
2568 0.80210219 0.61095574
2569 0.79769574 0.61526304
2570 0.80467889 0.61266138
2571 0.81389201 0.61943024
2572 0.81389201 0.61943024
2573 0.81389201 0.61943024
2574 0.81389201 0.61943024
2575 0.81389201 0.61943024
2576 0.81389201 0.61943024
2577 0.81389201 0.61943024
2578 0.80827720 0.61376869
2579 0.80032908 0.62055191
2580 0.79379835 0.62085221
2581 0.79856878 0.61892330
2582 0.79856878 0.61892330
2583 0.79856878 0.61892330
2584 0.79856878 0.61892330
2585 0.80528388 0.61759953
2586 0.80992668 0.62312503
2587 0.80992668 0.62312503
2588 0.80992668 0.62312503
2589 0.80992668 0.62312503
2590 0.80992668 0.62312503
2591 0.80992668 0.62312503
2592 0.80992668 0.62312503
2593 0.81579199 0.61678115
2594 0.81579199 0.61678115
2595 0.82048031 0.62230122
2596 0.81225975 0.61846532
2597 0.80991085 0.62352662
2598 0.80520302 0.62555710
2599 0.81268810 0.62824629
2600 0.82244874 0.63474950
2601 0.81870293 0.63815388
2602 0.82417548 0.63259578
2603 0.82702891 0.63109516
2604 0.81721797 0.63349573
2605 0.81721797 0.63349573
2606 0.80901670 0.62782346
2607 0.80901670 0.62782346
2608 0.80317441 0.63145119
2609 0.79567675 0.62909592
2610 0.78835889 0.62320162
2611 0.78606379 0.63287012
2612 0.78486309 0.63716793
2613 0.77597742 0.63275691
2614 0.77044927 0.62484340
2615 0.77044927 0.62484340
2616 0.77763969 0.61668350
2617 0.78510419 0.61263052
2618 0.78834914 0.61370958
2619 0.79063887 0.61090608
2620 0.79394481 0.61341715
2621 0.80038713 0.61750171
2622 0.79335754 0.61914839
2623 0.78626041 0.61799548
2624 0.78626041 0.61799548
2625 0.79427730 0.61642709
2626 0.79979469 0.61110822
2627 0.80604952 0.61410041
2628 0.80604952 0.61410041
2629 0.80043359 0.62124700
2630 0.79579168 0.61616837
2631 0.79759683 0.60936473
2632 0.79759683 0.60936473
2633 0.80495403 0.61874711
2634 0.79975226 0.62832878
2635 0.79031365 0.63732202
2636 0.79031365 0.63732202
2637 0.79236834 0.62865216
2638 0.78351427 0.62556138
2639 0.79223974 0.62761174
2640 0.78950109 0.62892143
2641 0.79747455 0.62542312
2642 0.79924463 0.61935228
2643 0.80622477 0.61041107
2644 0.81167365 0.61773383
2645 0.80191859 0.61539965
2646 0.80416281 0.62504228
2647 0.80261337 0.62609082
2648 0.79706803 0.63394100
2649 0.79935805 0.64072362
2650 0.80119622 0.63216084
2651 0.80069831 0.64109149
2652 0.80693610 0.63321989
2653 0.80631983 0.62908212
2654 0.80032071 0.62256769
2655 0.79598586 0.62399457
2656 0.79194544 0.62582469
2657 0.78904561 0.63279059
2658 0.79008473 0.62740356
2659 0.79679868 0.63106231
2660 0.79297625 0.62803963
2661 0.79297625 0.62803963
2662 0.78815827 0.61883703
2663 0.78315305 0.61423433
2664 0.78315305 0.61423433
2665 0.78315305 0.61423433
2666 0.78840003 0.62277206
2667 0.79075153 0.62833776
2668 0.79075153 0.62833776
2669 0.79075153 0.62833776
2670 0.79075153 0.62833776
2671 0.79075153 0.62833776
2672 0.79075153 0.62833776
2673 0.79436356 0.62008374
2674 0.80357191 0.62317099
2675 0.80922977 0.62942582
2676 0.80767287 0.63388311
2677 0.80767287 0.63388311
2678 0.81659320 0.63720874
2679 0.81659320 0.63720874
2680 0.81659320 0.63720874
2681 0.80692931 0.62846050
2682 0.79742285 0.62466523
2683 0.80126100 0.62201170
2684 0.79525450 0.61601448
2685 0.79178856 0.61603548
2686 0.79663373 0.62517670
2687 0.80590799 0.62691656
2688 0.80590799 0.62691656
2689 0.81217910 0.62514785
2690 0.81293397 0.62696463
2691 0.81293397 0.62696463
2692 0.81248181 0.62995286
2693 0.81248181 0.62995286
2694 0.81248181 0.62995286
2695 0.81248181 0.62995286
2696 0.81248181 0.62995286
2697 0.80852907 0.63168071
2698 0.80126735 0.62488984
2699 0.80126735 0.62488984
2700 0.80246323 0.62059702
2701 0.79794348 0.61982909
2702 0.79794348 0.61982909
2703 0.80473336 0.62698965
2704 0.80473336 0.62698965
2705 0.80473336 0.62698965
2706 0.80473336 0.62698965
2707 0.80473336 0.62698965
2708 0.80473336 0.62698965
2709 0.80473336 0.62698965
2710 0.81137468 0.62806163
2711 0.81137468 0.62806163
2712 0.81137468 0.62806163
2713 0.81137468 0.62806163
2714 0.81137468 0.62806163
2715 0.80251338 0.62294821
2716 0.80251338 0.62294821
2717 0.79846429 0.62148733
2718 0.80386938 0.61188199
2719 0.80386938 0.61188199
2720 0.80304926 0.60345835
2721 0.80863220 0.60266812
2722 0.80863220 0.60266812
2723 0.80863220 0.60266812
2724 0.81063725 0.60985595
2725 0.80862783 0.61026140
2726 0.81051863 0.61535213
2727 0.80575002 0.61935617
2728 0.80658008 0.62756813
2729 0.79879517 0.61829770
2730 0.79879517 0.61829770
2731 0.78964014 0.62113264
2732 0.78964014 0.62113264
2733 0.78964014 0.62113264
2734 0.79671572 0.61214440
2735 0.78834239 0.61028789
2736 0.79215869 0.61452825
2737 0.79215869 0.61452825
2738 0.79547892 0.60878890
2739 0.79547892 0.60878890
2740 0.79547892 0.60878890
2741 0.79095425 0.61688784
2742 0.78978670 0.60825491
2743 0.78978670 0.60825491
2744 0.79452374 0.60328954
2745 0.79650018 0.61236756
2746 0.79297365 0.62145159
2747 0.79297365 0.62145159
2748 0.79297365 0.62145159
2749 0.79297365 0.62145159
2750 0.79690053 0.61820669
2751 0.79661980 0.61283872
2752 0.80566174 0.60976700
2753 0.80743906 0.60984433
2754 0.80740229 0.60430068
2755 0.80671251 0.60177659
2756 0.80671251 0.60177659
2757 0.80671251 0.60177659
2758 0.80795848 0.59444935
2759 0.80795848 0.59444935
2760 0.80795848 0.59444935
2761 0.80795848 0.59444935
2762 0.80795848 0.59444935
2763 0.80795848 0.59444935
2764 0.80481171 0.59454676
2765 0.79899054 0.59945570
2766 0.79899054 0.59945570
2767 0.79751370 0.59774305
2768 0.80605908 0.59525510
2769 0.81241942 0.59621448
2770 0.80264721 0.60521152
2771 0.79804141 0.61133519
2772 0.79314831 0.60885996
2773 0.79314831 0.60885996
2774 0.78458064 0.61713087
2775 0.79160865 0.62413776
2776 0.79296955 0.62469363
2777 0.78367568 0.62221122
2778 0.77670909 0.62060572
2779 0.77670909 0.62060572
2780 0.78134775 0.62016817
2781 0.77555394 0.62552633
2782 0.77640152 0.62042601
2783 0.78479309 0.62210292
2784 0.78718321 0.61575523
2785 0.78718321 0.61575523
2786 0.78718321 0.61575523
2787 0.78120749 0.61112136
2788 0.77861132 0.61866357
2789 0.77970028 0.62712453
2790 0.78245856 0.62374519
2791 0.77688647 0.62895862
2792 0.77688647 0.62895862
2793 0.76940078 0.62364922
2794 0.76439610 0.61599154
2795 0.76018260 0.61354038
2796 0.75912707 0.61104559
2797 0.76836252 0.61851157
2798 0.76836252 0.61851157
2799 0.77605941 0.62103975
2800 0.78345880 0.61224380
2801 0.78345880 0.61224380
2802 0.78345880 0.61224380
2803 0.78345880 0.61224380
2804 0.78345880 0.61224380
2805 0.78345880 0.61224380
2806 0.79054979 0.60384374
2807 0.78846030 0.60504809
2808 0.79658074 0.60995839
2809 0.79823117 0.61937952
2810 0.80471435 0.62195021
2811 0.80471435 0.62195021
2812 0.80471435 0.62195021
2813 0.80471435 0.62195021
2814 0.80471435 0.62195021
2815 0.80471435 0.62195021
2816 0.79931336 0.61600068
2817 0.78937743 0.61479156
2818 0.79692896 0.60859215
2819 0.80353873 0.60541413
2820 0.79523307 0.61355806
2821 0.79351260 0.60567155
2822 0.79351260 0.60567155
2823 0.79351260 0.60567155
2824 0.78987443 0.60266161
2825 0.78221233 0.59971463
2826 0.78549664 0.59553760
2827 0.78561001 0.60137375
2828 0.78966048 0.60702628
2829 0.78966048 0.60702628
2830 0.78287945 0.60663448
2831 0.78353957 0.60130535
2832 0.78353957 0.60130535
2833 0.79053235 0.60473025
2834 0.78493978 0.61385872
2835 0.78493978 0.61385872
2836 0.78493978 0.61385872
2837 0.78493978 0.61385872
2838 0.78493978 0.61385872
2839 0.78493978 0.61385872
2840 0.78897951 0.61836131
2841 0.78594931 0.61716021
2842 0.78594931 0.61716021
2843 0.79463540 0.62124055
2844 0.79432300 0.63083191
2845 0.79432300 0.63083191
2846 0.79577066 0.63765307
2847 0.80418709 0.63019472
2848 0.79768685 0.63674683
2849 0.79768685 0.63674683
2850 0.79768685 0.63674683
2851 0.79108405 0.63421912
2852 0.79108405 0.63421912
2853 0.79108405 0.63421912
2854 0.78781885 0.63290237
2855 0.79726863 0.62563542
2856 0.79578604 0.63445129
2857 0.79689088 0.63055996
2858 0.79693540 0.62832408
