#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         144     1.32482      1.3176  0.00209003
         145     1.33612     1.31773  0.00207951
         146     1.33543     1.31785   0.0020688
         147     1.34387     1.31803  0.00206228
         148     1.32615     1.31809  0.00204907
         149     1.30333     1.31799  0.00203771
         150     1.31499     1.31797  0.00202423
         151      1.3289     1.31804  0.00201211
         152     1.33098     1.31812  0.00200068
         153     1.30668     1.31805    0.001989
         154     1.28865     1.31786  0.00198522
         155     1.28514     1.31765   0.0019836
         156     1.29547     1.31751  0.00197598
         157     1.30354     1.31742  0.00196539
         158     1.30022     1.31731  0.00195597
         159     1.31147     1.31727  0.00194401
         160      1.3159     1.31726  0.00193188
         161     1.33455     1.31737  0.00192286
         162     1.32532     1.31742  0.00191162
         163     1.29926     1.31731  0.00190313
         164     1.29749     1.31719  0.00189536
         165      1.2829     1.31698  0.00189523
         166     1.27485     1.31672  0.00190073
         167     1.26536     1.31642  0.00191407
         168     1.27134     1.31615  0.00192139
         169     1.28376     1.31596  0.00191955
         170     1.28822     1.31579  0.00191518
         171     1.28628     1.31562  0.00191174
         172     1.29154     1.31548  0.00190575
         173     1.27426     1.31524  0.00190957
         174     1.30618     1.31519  0.00189931
         175     1.30652     1.31514   0.0018891
         176     1.30969     1.31511  0.00187862
         177     1.32254     1.31515  0.00186848
         178      1.3643     1.31543  0.00187827
         179     1.35255     1.31564  0.00187919
         180     1.32848     1.31571   0.0018701
         181     1.32488     1.31576  0.00186046
         182      1.3572     1.31599  0.00186412
         183      1.3664     1.31626  0.00187418
         184     1.33638     1.31637  0.00186718
         185     1.31994     1.31639  0.00185719
         186     1.33001     1.31646  0.00184864
         187     1.32184     1.31649  0.00183898
         188     1.30858     1.31645  0.00182968
         189     1.29358     1.31633    0.001824
         190     1.28919     1.31619  0.00181998
         191     1.29226     1.31606  0.00181476
         192       1.328     1.31612  0.00180637
         193     1.33471     1.31622  0.00179958
         194     1.33105      1.3163  0.00179193
         195     1.32334     1.31633   0.0017831
         196     1.31533     1.31633  0.00177401
         197     1.30884     1.31629  0.00176541
         198     1.31017     1.31626  0.00175677
         199     1.30377     1.31619  0.00174906
         200     1.31501     1.31619  0.00174032
         201     1.31076     1.31616  0.00173187
         202     1.29547     1.31606  0.00172633
         203     1.29028     1.31593  0.00172249
         204     1.30021     1.31586  0.00171577
         205     1.31189     1.31584  0.00170751
         206     1.31697     1.31584  0.00169923
         207     1.33112     1.31592  0.00169262
         208     1.32216     1.31595  0.00168475
         209     1.29721     1.31586  0.00167907
         210     1.28492     1.31571  0.00167752
         211     1.29761     1.31562  0.00167176
         212     1.30993      1.3156  0.00166409
         213     1.29334     1.31549  0.00165956
         214     1.27655     1.31531  0.00166175
         215     1.26087     1.31506   0.0016732
         216     1.26561     1.31483  0.00168104
         217     1.30182     1.31477  0.00167437
         218     1.32377     1.31481   0.0016672
         219     1.33206     1.31489  0.00166144
         220     1.32074     1.31491   0.0016541
         221     1.32227     1.31495  0.00164695
         222     1.30037     1.31488  0.00164084
         223     1.31083     1.31486  0.00163359
         224      1.3182     1.31488  0.00162636
         225     1.32002      1.3149  0.00161929
         226     1.32234     1.31493  0.00161246
         227     1.33481     1.31502  0.00160774
         228     1.33803     1.31512  0.00160385
         229     1.34445     1.31525  0.00160195
         230     1.32784     1.31531  0.00159592
         231     1.32744     1.31536  0.00158988
         232     1.32702     1.31541  0.00158382
         233     1.32754     1.31546  0.00157787
         234      1.3218     1.31549  0.00157136
         235     1.31891      1.3155  0.00156475
         236     1.32369     1.31554   0.0015585
         237     1.32729     1.31559  0.00155271
         238     1.32028     1.31561  0.00154631
         239     1.31941     1.31562  0.00153993
         240     1.32371     1.31566  0.00153388
         241     1.32405     1.31569  0.00152791
         242     1.32411     1.31573  0.00152199
         243     1.32005     1.31574  0.00151583
         244      1.3333     1.31581  0.00151133
         245     1.35208     1.31596  0.00151239
         246     1.34792     1.31609  0.00151181
         247     1.34151      1.3162  0.00150919
         248     1.34212      1.3163  0.00150672
         249     1.34034      1.3164  0.00150376
         250     1.32295     1.31642  0.00149797
         251     1.34574     1.31654  0.00149655
         252     1.36209     1.31672  0.00150149
         253     1.36322      1.3169  0.00150676
         254     1.35854     1.31707  0.00150972
         255     1.35446     1.31721  0.00151091
         256      1.3528     1.31735  0.00151138
         257     1.35429      1.3175  0.00151232
         258     1.33674     1.31757   0.0015083
         259     1.32856     1.31761  0.00150307
         260     1.32051     1.31763  0.00149733
         261     1.30804     1.31759  0.00149204
         262     1.31846     1.31759  0.00148635
         263     1.31838      1.3176   0.0014807
         264      1.3046     1.31755  0.00147591
         265     1.30951     1.31752  0.00147066
         266     1.35198     1.31765  0.00147082
         267     1.36213     1.31781  0.00147472
         268      1.3646     1.31799  0.00147952
         269     1.37385     1.31819  0.00148852
         270     1.37321      1.3184  0.00149689
         271      1.3446     1.31849  0.00149449
         272     1.34879     1.31861  0.00149314
         273     1.34881     1.31872  0.00149176
         274     1.33014     1.31876   0.0014869
         275     1.30669     1.31871  0.00148214
         276     1.29205     1.31862  0.00147992
         277     1.29459     1.31853  0.00147712
         278     1.30483     1.31848  0.00147262
         279     1.29376     1.31839  0.00147001
         280     1.27991     1.31826  0.00147117
         281     1.28446     1.31814  0.00147084
         282     1.29726     1.31806  0.00146749
         283     1.31524     1.31805  0.00146234
         284     1.35293     1.31817  0.00146234
         285     1.34826     1.31828  0.00146101
         286      1.3269     1.31831  0.00145622
         287     1.30435     1.31826  0.00145195
         288     1.30985     1.31823   0.0014472
         289     1.31724     1.31823   0.0014422
         290     1.32742     1.31826  0.00143758
         291     1.30997     1.31823  0.00143292
         292     1.27571     1.31809  0.00143539
         293     1.27615     1.31794  0.00143761
         294     1.27563      1.3178  0.00143991
         295     1.29531     1.31772  0.00143704
         296     1.29895     1.31766  0.00143359
         297     1.30663     1.31762  0.00142924
         298     1.33005     1.31766  0.00142505
         299     1.34552     1.31776  0.00142333
         300     1.33279     1.31781  0.00141947
         301     1.33618     1.31787  0.00141606
         302     1.32227     1.31788  0.00141145
         303     1.33379     1.31794  0.00140777
         304     1.34367     1.31802  0.00140568
         305     1.36689     1.31818  0.00141017
         306     1.35999     1.31832  0.00141217
         307      1.3645     1.31847  0.00141556
         308     1.34734     1.31856  0.00141406
         309     1.35123     1.31867  0.00141343
         310     1.31981     1.31867  0.00140888
         311     1.32873      1.3187  0.00140472
         312     1.34502     1.31879  0.00140275
         313     1.34922     1.31888  0.00140163
         314     1.32834     1.31891  0.00139749
         315     1.31588     1.31891  0.00139309
         316     1.29859     1.31884  0.00139016
         317     1.27979     1.31872  0.00139122
         318     1.28121      1.3186  0.00139184
         319     1.28241     1.31849  0.00139209
         320     1.31608     1.31848  0.00138776
         321      1.3267      1.3185  0.00138368
         322     1.33297     1.31855  0.00138011
         323     1.30555     1.31851  0.00137642
         324     1.28689     1.31841  0.00137563
         325     1.29673     1.31834  0.00137301
         326     1.31764     1.31834   0.0013688
         327     1.31377     1.31833  0.00136469
         328     1.30219     1.31828  0.00136141
         329     1.28221     1.31817  0.00136168
         330     1.27978     1.31805  0.00136252
         331     1.29596     1.31799  0.00136004
         332     1.29066      1.3179  0.00135843
         333     1.26382     1.31774  0.00136402
         334     1.26813     1.31759    0.001368
         335     1.28856     1.31751  0.00136666
         336     1.28466     1.31741  0.00136609
         337     1.29353     1.31734  0.00136387
         338      1.2867     1.31725  0.00136284
         339     1.28198     1.31714  0.00136279
         340     1.27874     1.31703  0.00136345
         341     1.27943     1.31692   0.0013639
         342     1.27268     1.31679  0.00136604
         343     1.26963     1.31665  0.00136896
         344     1.27418     1.31653  0.00137054
         345      1.2634     1.31638  0.00137519
         346     1.25875     1.31621  0.00138126
         347     1.24446       1.316  0.00139267
         348     1.24648      1.3158  0.00140293
         349     1.25158     1.31562  0.00141093
         350      1.2631     1.31547  0.00141485
         351     1.27263     1.31535  0.00141607
         352     1.30169     1.31531  0.00141258
         353     1.32275     1.31533  0.00140874
         354     1.31533     1.31533  0.00140476
         355     1.29729     1.31528  0.00140172
         356     1.28686      1.3152  0.00140005
         357     1.28605     1.31512  0.00139851
         358     1.30062     1.31508  0.00139519
         359     1.30996     1.31506  0.00139138
         360     1.31523     1.31506  0.00138751
         361      1.3134     1.31506  0.00138368
         362     1.31982     1.31507  0.00137992
         363     1.32938     1.31511  0.00137668
         364     1.31516     1.31511   0.0013729
         365     1.31808     1.31512  0.00136916
         366     1.29822     1.31507   0.0013662
         367     1.29178     1.31501  0.00136395
         368     1.30814     1.31499  0.00136037
         369     1.31775       1.315   0.0013567
         370     1.33903     1.31506  0.00135459
         371     1.33227     1.31511  0.00135173
         372     1.32084     1.31512  0.00134819
         373     1.30744      1.3151  0.00134473
         374     1.32185     1.31512  0.00134125
         375     1.31598     1.31512  0.00133768
         376     1.31387     1.31512  0.00133413
         377     1.30545      1.3151  0.00133083
         378     1.29699     1.31505  0.00132817
         379     1.29892     1.31501  0.00132535
         380     1.27536      1.3149  0.00132596
         381     1.27019     1.31478  0.00132767
         382     1.27971     1.31469  0.00132736
         383     1.29596     1.31464   0.0013248
         384     1.29671      1.3146  0.00132217
         385     1.27758      1.3145  0.00132223
         386     1.24387     1.31432   0.0013314
         387      1.2313      1.3141  0.00134513
         388     1.24236     1.31392  0.00135431
         389     1.27609     1.31382  0.00135432
         390     1.30771      1.3138  0.00135094
         391     1.30103     1.31377  0.00134788
         392     1.30139     1.31374  0.00134481
         393     1.30733     1.31372  0.00134148
         394     1.29877     1.31369  0.00133862
         395     1.29541     1.31364  0.00133603
         396     1.29017     1.31358  0.00133397
         397     1.29529     1.31353   0.0013314
         398     1.28202     1.31346  0.00133041
         399     1.27818     1.31337  0.00133001
         400     1.28786      1.3133  0.00132821
         401     1.30096     1.31327  0.00132526
         402     1.30311     1.31325   0.0013222
         403     1.29046     1.31319  0.00132013
         404     1.27321     1.31309  0.00132056
         405     1.28318     1.31302  0.00131937
         406     1.30232     1.31299  0.00131638
         407     1.32442     1.31302  0.00131345
         408     1.32781     1.31306  0.00131073
         409     1.32767     1.31309  0.00130801
         410     1.33184     1.31314  0.00130562
         411     1.33216     1.31318  0.00130326
         412     1.34571     1.31326  0.00130249
         413     1.35363     1.31336    0.001303
         414     1.35605     1.31346  0.00130392
         415      1.3433     1.31354  0.00130276
         416     1.33896      1.3136  0.00130106
         417     1.31933     1.31361  0.00129802
         418     1.30427     1.31359   0.0012951
         419     1.28673     1.31352   0.0012936
         420     1.29402     1.31348  0.00129135
         421     1.31091     1.31347   0.0012883
         422     1.32738      1.3135  0.00128567
         423      1.3113      1.3135  0.00128264
         424      1.2904     1.31344  0.00128077
         425     1.29653      1.3134  0.00127837
         426     1.30836     1.31339  0.00127543
         427     1.30878     1.31338  0.00127249
         428     1.30728     1.31337  0.00126959
         429     1.32795      1.3134  0.00126709
         430     1.34376     1.31347  0.00126611
         431     1.35714     1.31357  0.00126722
         432     1.36645      1.3137  0.00127018
         433     1.34381     1.31377  0.00126915
         434     1.33638     1.31382  0.00126729
         435     1.33515     1.31387  0.00126533
         436     1.34873     1.31395  0.00126495
         437     1.34987     1.31403  0.00126473
         438     1.34123     1.31409  0.00126336
         439     1.34999     1.31417  0.00126313
         440     1.34522     1.31424  0.00126223
         441     1.33778      1.3143  0.00126049
         442     1.30884     1.31428   0.0012577
         443     1.31578     1.31429  0.00125487
         444     1.31217     1.31428  0.00125205
         445     1.29545     1.31424  0.00124995
         446     1.30379     1.31422  0.00124737
         447     1.31411     1.31422  0.00124458
         448     1.30362     1.31419  0.00124202
         449     1.28146     1.31412   0.0012414
         450     1.25341     1.31399  0.00124595
         451     1.28031     1.31391  0.00124542
         452     1.30069     1.31388  0.00124301
         453      1.3088     1.31387  0.00124031
         454     1.30636     1.31385  0.00123769
         455     1.29231     1.31381  0.00123588
         456      1.2888     1.31375  0.00123438
         457     1.27392     1.31366  0.00123475
         458     1.28373      1.3136  0.00123379
         459     1.28068     1.31353  0.00123318
         460     1.29729     1.31349  0.00123101
         461      1.3021     1.31347  0.00122858
         462     1.30242     1.31344  0.00122616
         463     1.30971     1.31344  0.00122353
         464     1.29995     1.31341  0.00122124
         465     1.30341     1.31338  0.00121881
         466      1.2952     1.31335  0.00121681
         467     1.31809     1.31336  0.00121425
         468     1.32559     1.31338  0.00121194
         469     1.33522     1.31343  0.00121025
         470      1.3296     1.31346  0.00120816
         471     1.31459     1.31347   0.0012056
         472     1.30869     1.31346  0.00120309
         473     1.30013     1.31343  0.00120087
         474      1.2808     1.31336  0.00120031
         475     1.26647     1.31326  0.00120184
         476     1.29152     1.31321  0.00120018
         477     1.31537     1.31322  0.00119767
         478     1.31255     1.31322  0.00119517
         479     1.30148     1.31319  0.00119292
         480     1.30537     1.31318  0.00119055
         481     1.32269      1.3132  0.00118824
         482     1.32487     1.31322  0.00118602
         483     1.33315     1.31326  0.00118428
         484     1.32573     1.31329  0.00118212
         485     1.31884      1.3133  0.00117973
         486     1.32951     1.31333  0.00117778
         487     1.32381     1.31335  0.00117556
         488     1.33193     1.31339  0.00117376
         489     1.32309     1.31341  0.00117153
         490     1.32509     1.31344  0.00116938
         491     1.30661     1.31342  0.00116708
         492     1.32336     1.31344  0.00116489
         493     1.33082     1.31348  0.00116306
         494     1.31466     1.31348   0.0011607
         495     1.32413      1.3135  0.00115856
         496     1.30246     1.31348  0.00115644
         497      1.2651     1.31338   0.0011582
         498     1.25167     1.31326  0.00116248
         499     1.27064     1.31317  0.00116329
         500     1.30468     1.31315  0.00116108
